# f, tau
2.608424475275875238e+02 3.921204173743495502e+00
2.497849896164327390e+02 4.938731393221617694e+00
2.675215125302688648e+02 4.186213094646383581e+00
2.746609492997032476e+02 4.074486832324621943e+00
2.736859748098239038e+02 3.855804140872037600e+00
2.629430229656215943e+02 4.421862468449154981e+00
2.465328493017019298e+02 3.629154890484194596e+00
2.490980848752288921e+02 5.139874006640466675e+00
2.893558188832064957e+02 3.420099839554719523e+00
2.512423268496194737e+02 5.178593110704850844e+00
2.408938199005012848e+02 4.822325156761730902e+00
2.722843432265734691e+02 5.394403667871624286e+00
2.543882382420276826e+02 4.679739108408751846e+00
2.550884064388826005e+02 4.433656880362863539e+00
2.621106184956891525e+02 6.010290843410880157e+00
2.604727275414534233e+02 4.899933955882207037e+00
2.622339304251773342e+02 4.284003196464325036e+00
2.589258371960403906e+02 4.025596424886352942e+00
2.573900551675529300e+02 4.969835730888308767e+00
2.561141875766285239e+02 4.805273925363194643e+00
2.469604372476162268e+02 4.236619133054370323e+00
2.640851714822127292e+02 4.631825937839622043e+00
2.509692970910143686e+02 4.746257193880359715e+00
2.441111664284371727e+02 5.161955215877454428e+00
2.663573745572512621e+02 3.809621822932934165e+00
2.520710694329865476e+02 4.178164497407665046e+00
2.587861270951254937e+02 4.132219149791112045e+00
2.609300121834955348e+02 5.338840638535705452e+00
2.457388978907126500e+02 3.997932799216316280e+00
2.700610948989764779e+02 4.666982465541872571e+00
2.568638138148661483e+02 4.294391487553369302e+00
2.536845249866774736e+02 5.040431134877049857e+00
2.559462369243468629e+02 3.505490867086132223e+00
2.606515383562102102e+02 5.285887196335932181e+00
2.624623010530224292e+02 4.108967649408316269e+00
2.546895869150193619e+02 4.660264581145803220e+00
2.643715412313796946e+02 4.517576488762084175e+00
2.714856411107743952e+02 4.460425165472827302e+00
2.574254960034898545e+02 4.677192565859467521e+00
2.728143010073550272e+02 3.735096984086141880e+00
2.625498172158721673e+02 4.821348499728931536e+00
2.881248801680010274e+02 4.088562859966114793e+00
2.744324372631549522e+02 3.454751830650612199e+00
2.659613671299091493e+02 4.045620737563164759e+00
2.745319812493550558e+02 4.220203765070738022e+00
2.639285525995471176e+02 4.955901789649302280e+00
2.560735585754334807e+02 3.754597970004979413e+00
2.601132694657320030e+02 4.422194882257937110e+00
2.577824124534604948e+02 4.780311854991224685e+00
2.532470820026918830e+02 5.125129368663190910e+00
2.467653652214826820e+02 3.815060800873597113e+00
2.576145642639801849e+02 4.952095828497260044e+00
2.609091328916163093e+02 4.097246082556861069e+00
2.800163183011358683e+02 3.301172943761321754e+00
2.618609837080007878e+02 4.986262285200966815e+00
2.643674816625347148e+02 4.608079637402624051e+00
2.515212240331353541e+02 5.653376266556501939e+00
2.561934459190829898e+02 4.850642504598996041e+00
2.391120904369598463e+02 4.707879676705386984e+00
2.559643196623663357e+02 4.517655053292751965e+00
2.523673115513185508e+02 5.510537271639186052e+00
2.520597736667271818e+02 4.093338496158918538e+00
2.549892103607804188e+02 5.695594792646253346e+00
2.581138337843106001e+02 4.481620207469172890e+00
2.727745650422977519e+02 4.839293656623009809e+00
2.709864446669018889e+02 4.278419049609045288e+00
2.533835796652048487e+02 6.566247831323754447e+00
2.626567513778230136e+02 3.622300431648034724e+00
2.572472521533975964e+02 6.001810738512393328e+00
2.531340313717890069e+02 5.102127722597206372e+00
2.438019309996403194e+02 5.790073959686258931e+00
2.522641808738959810e+02 5.278945173186730955e+00
2.559426422088609172e+02 4.347520734920582441e+00
2.558557231358324771e+02 4.753385379533467514e+00
2.471070390993282899e+02 5.437238375649489974e+00
2.454311898660101576e+02 4.662320663448757507e+00
2.578969011877903768e+02 3.837637091737276407e+00
2.609158985934289490e+02 4.923176277708193105e+00
2.575764904450677477e+02 4.837953227849215665e+00
2.568313523466966330e+02 5.197191615897247097e+00
2.511196563351488180e+02 4.499887085987199775e+00
2.528339816414253107e+02 4.737928391560179975e+00
2.535144836516749649e+02 4.976478665259961964e+00
2.504127497242412232e+02 4.439372799688138471e+00
2.534025362668446348e+02 4.442337271934580833e+00
2.604973512029614540e+02 4.005691883858556679e+00
2.482137876035537261e+02 4.414992958827601122e+00
2.593416262495735509e+02 4.576044993369396963e+00
2.631342649716028745e+02 4.510596468619375798e+00
2.570659830379619279e+02 4.996489862371054080e+00
2.762036687455874926e+02 4.180974926834545080e+00
2.591636503808293241e+02 4.826663750864596203e+00
2.628479362810889484e+02 3.747169353384775192e+00
2.713698764011312505e+02 3.402598813811072986e+00
2.529779751480902235e+02 4.125775418235413383e+00
2.640243096392586608e+02 5.792853005739348582e+00
2.606583420323612472e+02 3.601129319529777995e+00
2.893331602237282709e+02 4.147399405373131565e+00
2.444606729144874180e+02 5.281224407875286353e+00
2.551832175890039878e+02 4.353252370609711264e+00
2.612010078675957061e+02 4.051076700807679565e+00
2.480402393490895747e+02 3.577397385609539349e+00
2.372097130562461302e+02 5.127113540061966290e+00
2.450688034634760584e+02 6.449020351983110189e+00
2.420254993424997281e+02 4.922724041697612130e+00
2.548615115091648136e+02 4.589974732643008259e+00
2.627117353464485063e+02 3.961111258776703892e+00
2.637665966344178514e+02 3.761317481734866686e+00
2.538706414113476626e+02 4.863347899728625023e+00
2.599562213481634672e+02 3.756943463312774512e+00
2.569568355134370563e+02 4.217263242511247512e+00
2.437337344338515379e+02 3.266253747438172539e+00
2.476523895897044554e+02 5.249826642718698366e+00
2.651439063289398632e+02 3.945026336830296909e+00
2.675378431330250919e+02 4.663977604850995995e+00
2.512505861225076274e+02 6.375691985898731318e+00
2.641634636024627412e+02 5.015246185871929718e+00
2.366061605007190565e+02 3.665794209956404703e+00
2.617573052984837432e+02 4.675274569655064383e+00
2.453415656241349438e+02 4.978655829113212583e+00
2.586090280839911202e+02 3.832400116699422821e+00
2.542885263499440782e+02 3.632705075909817616e+00
2.719453148349698495e+02 4.803164246983157248e+00
2.622626418843578904e+02 5.051140429082726868e+00
2.579807266812656508e+02 4.574646419036851874e+00
2.729639883827078393e+02 5.397853944271020943e+00
2.719389145203915632e+02 4.616352281151197445e+00
2.657605385846775903e+02 4.452503239255197087e+00
2.673346640933113463e+02 3.889388141260323284e+00
2.633126962197009107e+02 4.664384307841844546e+00
2.656449180820491165e+02 5.306350993986423958e+00
2.780952785813236687e+02 5.019054543468444152e+00
2.854388154305362377e+02 4.097906677260776398e+00
2.471523645644590488e+02 5.364312012280650244e+00
2.843592140886651123e+02 4.146145798336656974e+00
2.703695279145536006e+02 3.850655894721364714e+00
2.672250884102685973e+02 4.620153977731911610e+00
2.641516352918472421e+02 5.316308930572877678e+00
2.683868842232634506e+02 3.801729332958384333e+00
2.571175034532975587e+02 5.220895265932224305e+00
2.777178653073019632e+02 3.060676132074962474e+00
2.723904936845776774e+02 4.800273288526191173e+00
2.584091230840570006e+02 4.444800425326401516e+00
2.619286141665563719e+02 4.609253641418879610e+00
2.791573589387736547e+02 3.333131887512659652e+00
2.621252718120152849e+02 4.038960613456309190e+00
2.859185254395451352e+02 4.224038592322540531e+00
2.728587177826588004e+02 4.631035212746855478e+00
2.622637959461713422e+02 5.086718711219600841e+00
2.636283699185991622e+02 5.316340882193937745e+00
2.602280236359184187e+02 4.726814758178544018e+00
2.571846397097566523e+02 5.173747731594091626e+00
2.649470501825305178e+02 4.243960134589137567e+00
2.749429778871880217e+02 4.288133252771435089e+00
2.521943943954918836e+02 4.427512070684166190e+00
2.577441188961764169e+02 4.735573822744297168e+00
2.601094298676572976e+02 5.404833315345749511e+00
2.619328398385225682e+02 5.412076259233985276e+00
2.771879943155541923e+02 4.336883758836028946e+00
2.517496774891412770e+02 5.074762011850067367e+00
2.690220510939042811e+02 4.245812226731256800e+00
2.668189381798614477e+02 3.942569909196238065e+00
2.738322027760602850e+02 3.610534065559672268e+00
2.781373021086752715e+02 3.405270482804282128e+00
2.729230318005636491e+02 5.308803241125012562e+00
2.684990973808260719e+02 4.141421129745741503e+00
2.762945274985592050e+02 4.932674354813667783e+00
2.776654000093056993e+02 3.968968060544755705e+00
2.716314203099744304e+02 3.607254973630305894e+00
2.852476390928573551e+02 3.191552303960432990e+00
2.839298753793726178e+02 3.321047789880254175e+00
2.517488394477025508e+02 4.453973990725675236e+00
2.642878463424278834e+02 3.897853770990527877e+00
2.599683735901202226e+02 4.799018816765873829e+00
2.647202249584697711e+02 4.542227124109253111e+00
2.633976618338764411e+02 5.114322896641594340e+00
2.535349493173559949e+02 4.969454913529894213e+00
2.738352751590589378e+02 3.449136431587632057e+00
2.544844949037902211e+02 4.297385777140399377e+00
2.801860986282779322e+02 4.683091906088084677e+00
2.437603762838046180e+02 6.669211646191874898e+00
2.615406721732720143e+02 5.575048218549268242e+00
2.511351129025105990e+02 6.534919583602885496e+00
2.481514745154209436e+02 5.294279905065144121e+00
2.483470178609852042e+02 4.923285831233678245e+00
2.634358888903836373e+02 4.405069249261443609e+00
2.536138692425683701e+02 4.764249009647339328e+00
2.537038660110765420e+02 4.316032581642966548e+00
2.421056676736255895e+02 4.911881364960165364e+00
2.487291384487543553e+02 4.324418569561504277e+00
2.595679345979421555e+02 4.234212406435114318e+00
2.664870380716017166e+02 4.940596549516984126e+00
2.427521481071597691e+02 6.404432483154372413e+00
2.470052341697609677e+02 5.363680216378124754e+00
2.538490754267369311e+02 5.975888155331883667e+00
2.574553010592521218e+02 5.379295949896222950e+00
2.628211672672056807e+02 5.120951312588346127e+00
2.503032385604296621e+02 4.523917232816216938e+00
2.541114840725706188e+02 5.713502694244087188e+00
2.452263307221743105e+02 5.336233058716133293e+00
2.494868145021602004e+02 5.151548996701674099e+00
2.546201598291473260e+02 5.297198840372169926e+00
2.547858022860238236e+02 5.089354100525105729e+00
2.539604071976042405e+02 5.997166405923226584e+00
2.551062099334619973e+02 4.964701069346117102e+00
2.586022903305512841e+02 4.957779100784668991e+00
2.730856738273178621e+02 4.329060421107500112e+00
2.570721287818598739e+02 6.257051606885056572e+00
2.726494713808775145e+02 3.236929528449916660e+00
2.819621617905121980e+02 4.105637286187888257e+00
2.566129932304283443e+02 4.443304258525184736e+00
2.540327277832490154e+02 5.242535750960152896e+00
2.641528139364111780e+02 4.085413286710585901e+00
2.614629787834389845e+02 3.787360098133710551e+00
2.575188164077277975e+02 4.452409578394742162e+00
2.771288900386584828e+02 4.321190754010745039e+00
2.584883286302923011e+02 4.486030697727843908e+00
2.686188640364885600e+02 4.982065668630792032e+00
2.788795166306972533e+02 4.631375171029464610e+00
2.732717114213337481e+02 4.061122904611386808e+00
2.557136229132561880e+02 5.002735491655458056e+00
2.651604293438198283e+02 3.361016511590587452e+00
2.560529498783319582e+02 5.042861197194654643e+00
2.767256935394147490e+02 4.440155235217302376e+00
2.917214389442461311e+02 4.235110998986552744e+00
2.569916400099599514e+02 5.143255201379777652e+00
2.573864088979546523e+02 5.274005135877248840e+00
2.646003605409286479e+02 5.220300314488895310e+00
2.712751324166604263e+02 4.128387148206088320e+00
2.500912662127653903e+02 4.210870830487007055e+00
2.600944864927210460e+02 4.599127554634482529e+00
2.569292282732845365e+02 4.283873765922256993e+00
2.633948582028347118e+02 5.656570875605013704e+00
2.643638883151831465e+02 4.526100811111168021e+00
2.730943335647680215e+02 4.814102686399726494e+00
2.628280457508949439e+02 4.846832468691192553e+00
2.637422965744958105e+02 5.265961323603521649e+00
2.679723760488168978e+02 4.782782054175016562e+00
2.652592563574185078e+02 4.938167843542553115e+00
2.671547361625630970e+02 5.042435675943662154e+00
2.511967046521809266e+02 4.256825754562834518e+00
2.578610721242756085e+02 4.394576787233381410e+00
2.700994859561504313e+02 4.467265243279979536e+00
2.725287122929287875e+02 3.679637470598751126e+00
2.686188085282539078e+02 3.836103490891853873e+00
2.665651381189426274e+02 3.948050718931813918e+00
2.488455682555051851e+02 4.328877646526829714e+00
2.581617239091686997e+02 4.167077077130919349e+00
2.428018968020804209e+02 5.445698329940719340e+00
2.736360505221734343e+02 4.201308302948628892e+00
2.604342055148471786e+02 4.255626680289278596e+00
2.591741494757426949e+02 3.245193257334380466e+00
2.497697885085006817e+02 4.131086722970526814e+00
2.551918606594754237e+02 3.974900671599550073e+00
2.572999731964819716e+02 5.464218654678122178e+00
2.519088710547530923e+02 5.634875379807442464e+00
2.420882300925553636e+02 4.283157736613825151e+00
2.504868049883448009e+02 5.037758905867029569e+00
2.537514564328450319e+02 4.880870224806477253e+00
2.596548996936178355e+02 5.324778808486693826e+00
2.584153393702923154e+02 5.185336504850416972e+00
2.628297460410100825e+02 4.052675910371273282e+00
2.468296977262301368e+02 4.936134589813258700e+00
2.679764987658464861e+02 4.809336082580021987e+00
2.491095389574015257e+02 5.154094739927843172e+00
2.465003592233667007e+02 5.270980112108802018e+00
2.797045626451510998e+02 3.598630482994868096e+00
2.775918118907401890e+02 3.046092188439100124e+00
2.603350553945610386e+02 4.007798501124650414e+00
2.645478140871556434e+02 4.452606862340633853e+00
2.722896677263739207e+02 4.290465366092545807e+00
2.470064296297536544e+02 5.605027931825286913e+00
2.607608209866613151e+02 3.680266785213287761e+00
2.572137903209809906e+02 3.804721037615688584e+00
2.620662921466737316e+02 4.990292276118069914e+00
2.789038384115352187e+02 3.749343526056980735e+00
2.542572467475382041e+02 5.045519100246933952e+00
2.477649056359315125e+02 4.880336785222649354e+00
2.530133807658782246e+02 4.391992659523079823e+00
2.739522273448189367e+02 4.028956038850931343e+00
2.632739960934603687e+02 5.025283852422087527e+00
2.622583808651222625e+02 4.985488029719290282e+00
2.574436693346008838e+02 5.175695716513948774e+00
2.644477932263778825e+02 4.323925612494075921e+00
2.556909818758863935e+02 5.602239594669566891e+00
2.741852805812397378e+02 4.640523818782035903e+00
2.652275913331230868e+02 4.977673456771664284e+00
2.657303554208326659e+02 5.057838798376065093e+00
2.596315982599839458e+02 5.030654578197629512e+00
2.610180495262819704e+02 4.375994208928561946e+00
2.521782965931535614e+02 4.808429796878387563e+00
2.500473305337719410e+02 4.274384551199418958e+00
2.425161410035298104e+02 4.990576837519873798e+00
2.627177257946673876e+02 4.174418417127514935e+00
2.547453752872470147e+02 4.010025199667696327e+00
2.742096502312484745e+02 4.607998266412963062e+00
2.593034708330005742e+02 4.374179127051671223e+00
2.582789615931002345e+02 4.869958425559498316e+00
2.458846778122219234e+02 5.413973776978184382e+00
2.564132912550064702e+02 3.871150103555068167e+00
2.640630297240600726e+02 3.227443695428188875e+00
2.391146037511175280e+02 3.867969227832443568e+00
2.619440367031627375e+02 4.457997890840285748e+00
2.531190999269762187e+02 4.292915169733830361e+00
2.554862851200305158e+02 4.332235310982760268e+00
2.567504080799494091e+02 4.528089975200697559e+00
2.701231405977036957e+02 4.307913305720865615e+00
2.610576372385988861e+02 4.821356781560290905e+00
2.620275511783023035e+02 4.538314870170932380e+00
2.740217697068276266e+02 4.619178176400305702e+00
2.761957118627163368e+02 4.173328476661579245e+00
2.789158705051556240e+02 4.142867222863968912e+00
2.497531897095842623e+02 5.085845287725486052e+00
2.633239471340920659e+02 4.734702240628763548e+00
2.861455754594662153e+02 3.711763535127523106e+00
2.726813872011995272e+02 3.999306583517079350e+00
2.671846180846507650e+02 5.311247132096654333e+00
2.762237994513412787e+02 4.402117547308479928e+00
2.695877322198585944e+02 3.788672103073816189e+00
2.437487192537920464e+02 5.144917664563328330e+00
2.535995616056859774e+02 4.999155809414352447e+00
2.522791351810384697e+02 5.569115026646951350e+00
2.469625703437446589e+02 4.714630434332559794e+00
2.667083048832437839e+02 3.803486410489656855e+00
2.742022521388429368e+02 3.622529452771246827e+00
2.470294394717437854e+02 4.611205530995897028e+00
2.731402109870429058e+02 3.287822765774965461e+00
2.513167091008964746e+02 3.646205336163354627e+00
2.563069794850602534e+02 4.156117655019068380e+00
2.517865768783429701e+02 5.460375041110005156e+00
2.579347571749672738e+02 4.361123000636181857e+00
2.531435940961038966e+02 4.699564708749373487e+00
2.438085465981395998e+02 4.326241809063667176e+00
2.788036757557754868e+02 3.843015465601430591e+00
2.449966739592912859e+02 4.488788249509443773e+00
2.622468566531068745e+02 4.328572008808751370e+00
2.526774484273097983e+02 5.717226568629918404e+00
2.695844334984902844e+02 4.613553444386898406e+00
2.467766364699266148e+02 4.930633122770387011e+00
2.687489557476031337e+02 3.722374796363447036e+00
2.750699857109419781e+02 4.045332045465928061e+00
2.654781475132805895e+02 4.378641420063579481e+00
2.656468974624428938e+02 5.061901973512664021e+00
2.517697179347885594e+02 5.925307135493807387e+00
2.672559208540124018e+02 4.103381590405803081e+00
2.566818858972524140e+02 5.392474375163352818e+00
2.443484896966210727e+02 4.536110020542191812e+00
2.793023756348827078e+02 3.936532086969282140e+00
2.745639238074140280e+02 3.318544995025725086e+00
2.400185532925679581e+02 5.400185779201175151e+00
2.549951658657618623e+02 4.577311343060410209e+00
2.506757206204484874e+02 4.298606531356389482e+00
2.574473263813189305e+02 4.644552489679878882e+00
2.616551966254099852e+02 3.522947839338235632e+00
2.612562478663658680e+02 4.886349639377054466e+00
2.546450414749433548e+02 5.573208016475446946e+00
2.620110377148439511e+02 4.470602491819985147e+00
2.588874226741086204e+02 5.265766324789157515e+00
2.605144329527723244e+02 3.825768114616689974e+00
2.544750650881292984e+02 4.254712558647899101e+00
2.702290377608388212e+02 4.411821216638679211e+00
2.448284058840437183e+02 5.177334159267044100e+00
2.616650262919475267e+02 4.940686236827788846e+00
2.484399871626665401e+02 4.294596325811761872e+00
2.402168411600735567e+02 5.717028832661918081e+00
2.609618442184579408e+02 3.970922538875532037e+00
2.707949627157890404e+02 4.645440598782371033e+00
2.799014764489405707e+02 4.412070628339380463e+00
2.508171731470688428e+02 4.914509076317571612e+00
2.499570068773193157e+02 3.728857154459842782e+00
2.504198168406973934e+02 4.502944358555983406e+00
2.490272121510181194e+02 5.366411670854103200e+00
2.719848330596209962e+02 4.009307001174427398e+00
2.555281150569464899e+02 5.557618357389151775e+00
2.613057222756470992e+02 4.803652783444853469e+00
2.655455173782902420e+02 5.375613986927293197e+00
2.514404647253068106e+02 3.973808698929017780e+00
2.607817467054879330e+02 5.558407690424820302e+00
2.503519051921578580e+02 5.418135667091061869e+00
2.516998619097092558e+02 3.861397873167714323e+00
2.532817070266964379e+02 4.098975455086863562e+00
2.637522943304554133e+02 3.219047854336576808e+00
2.501126337249150993e+02 4.039319576733491068e+00
2.606571264673619339e+02 3.892208810847092249e+00
2.603384423655638216e+02 4.757241095138466491e+00
2.518351484641312084e+02 3.972893563903074465e+00
2.614591365757320318e+02 3.282955788154101384e+00
2.546864912238636123e+02 5.037878441639850102e+00
2.676348438127131999e+02 4.286894307051576369e+00
2.603083507681208744e+02 4.359772644335111913e+00
2.676582228137667698e+02 3.639692362412601412e+00
3.027818393354841646e+02 3.322097512835672894e+00
2.658084522743846492e+02 4.902666694554774551e+00
2.542763273379022735e+02 4.091693087172477483e+00
2.506810218857411030e+02 5.270925720536534520e+00
2.497708904371733638e+02 4.247354652027870436e+00
2.484603552969205111e+02 4.397419998964586796e+00
2.584257068874019865e+02 4.521865563085718520e+00
2.508588002035076556e+02 4.023333628042667698e+00
2.565314334528342215e+02 5.591216600285799920e+00
2.513557243318543044e+02 5.439208449004269141e+00
2.570450204771215112e+02 4.699159372619631903e+00
2.494314762584031371e+02 4.544722772403889444e+00
2.839751465884975232e+02 3.794772703362997657e+00
2.570059067224536307e+02 5.386937682654228787e+00
2.627925447151943672e+02 4.285825102138722364e+00
2.693551644996795176e+02 4.367963042636275439e+00
2.686568027831011136e+02 4.649911809834397225e+00
2.670773831686950075e+02 4.268112718147459184e+00
2.613404079014775903e+02 4.157339797989466845e+00
2.666197916794712910e+02 4.711400779125611393e+00
2.628320827749968771e+02 3.980426008204033472e+00
2.500793926891034857e+02 4.986884645751121781e+00
2.605158178390325929e+02 3.838183249768589711e+00
2.576027751314621241e+02 4.755815420819339501e+00
2.637432892745143249e+02 3.980767014177120977e+00
2.578428906305679789e+02 4.001996313596973387e+00
2.448420129665260845e+02 4.902779441373763980e+00
2.483281332742623420e+02 4.200861232217736330e+00
2.811946921457478652e+02 4.376001490713822939e+00
2.636356073451802331e+02 5.426476598634060622e+00
2.563977258744913570e+02 4.678174152593984836e+00
2.597856993685237512e+02 4.237104703357957192e+00
2.649746124664679314e+02 4.254980101908692802e+00
2.604897861644224122e+02 3.776340638678760797e+00
2.665446672364996061e+02 5.169501596785794462e+00
2.661773649399899568e+02 3.448505143226983538e+00
2.629611458130039523e+02 3.878245573139591951e+00
2.597627503481100462e+02 5.202513977980124160e+00
2.559431348045789605e+02 5.375384799301370364e+00
2.635773047147985153e+02 4.807137706491292128e+00
2.527249942409403047e+02 4.547592865562567255e+00
2.437324776087916973e+02 5.415403109617992428e+00
2.522903449884413192e+02 5.311155443256927455e+00
2.527854578388225661e+02 3.810331878094796565e+00
2.550862960139345716e+02 4.727807543404183299e+00
2.759466083002209871e+02 3.782363191696661353e+00
2.501513497135467219e+02 4.074945788715516493e+00
2.599180474060443089e+02 4.081068845678618828e+00
2.580300322821323675e+02 5.275783401658294736e+00
2.749874412936406998e+02 3.349467498074589766e+00
2.569746516619719614e+02 4.524701565759074562e+00
2.494081265521540445e+02 5.802724986025419973e+00
2.498111160063222940e+02 3.642018074273308592e+00
2.541654186849566770e+02 3.773876891152089019e+00
2.872041272298265540e+02 3.999585664332245383e+00
2.564362809312729610e+02 4.076875909605338855e+00
2.451562034215287156e+02 4.611356689993500346e+00
2.641640655659800245e+02 4.913451258211757988e+00
2.559836428771371857e+02 4.738202824615935782e+00
2.543543371571827834e+02 3.858010999093683058e+00
2.563984271942930491e+02 6.430817797456406026e+00
2.504666813365468840e+02 4.188320776279648605e+00
2.636702336284550938e+02 4.119554302539120805e+00
2.655819682196554368e+02 4.225743039355069008e+00
2.427518225375667100e+02 4.023063207322244317e+00
2.560311617458446563e+02 4.975627730659867076e+00
2.425252545251334197e+02 4.360744712240345322e+00
2.649810691104476632e+02 4.863279617677036093e+00
2.710829426710289454e+02 4.431262047376860025e+00
2.558462407980213698e+02 5.017673655124583298e+00
2.528342779391763315e+02 5.343711712023665683e+00
2.539840621370018994e+02 5.149144345675497725e+00
3.456886402212057305e+02 3.070217929413553204e+00
2.620266603859735710e+02 3.566994556791525994e+00
2.702922865150666780e+02 4.455042131573248909e+00
2.583100102914917784e+02 5.064722463943349240e+00
2.534404458864661080e+02 3.429047590286138369e+00
2.550948444205598662e+02 4.377081553697236949e+00
2.501504078000552340e+02 4.071167837679442236e+00
2.556811558673265665e+02 4.474165754756804780e+00
2.522959566150466628e+02 5.599473754165448014e+00
2.722053004455410132e+02 3.412179528263240336e+00
2.570875863022225190e+02 3.593378264220050688e+00
2.559260546873669568e+02 4.400080642390726382e+00
2.689643718106158303e+02 3.233327047084185502e+00
2.425356527281958847e+02 4.518535036150312934e+00
2.546649746159376093e+02 4.887929448900441010e+00
2.542752491047118895e+02 4.703203803708318809e+00
2.517123572164166774e+02 5.155159481835499768e+00
2.543521889481738185e+02 3.752690960246003016e+00
2.544978168393342628e+02 2.403673735630395658e+00
2.566464320809479887e+02 4.557883838733992832e+00
2.582196936859044740e+02 5.048695134160596787e+00
2.471971841987816845e+02 5.284889357609054095e+00
2.503598366774526482e+02 4.562784762920566450e+00
3.041069187923088180e+02 3.940923841900311420e+00
2.583711867276450107e+02 4.989328979942317943e+00
2.645298370854575296e+02 3.861811626537097197e+00
2.598635356094285953e+02 5.072478665680174359e+00
2.611733201158068027e+02 5.029860888600169666e+00
2.520316739259998826e+02 4.151406920249596233e+00
2.568010039877889312e+02 4.663182724625641207e+00
2.557125405650979246e+02 5.187054107645642453e+00
2.665978174623033965e+02 6.238870223937803772e+00
2.696403557959642399e+02 4.277967504525826747e+00
2.620382202504824818e+02 4.583125732561632582e+00
2.548138025061934400e+02 5.296754734906783391e+00
2.693709396697215084e+02 4.325272632203660983e+00
2.711297008607962766e+02 3.800686312585327187e+00
2.560536475434109320e+02 5.937851319797315064e+00
2.654707928078291843e+02 4.742449128896630839e+00
2.655744961037487428e+02 4.234191266073059623e+00
2.634699330165594233e+02 4.329854762723213568e+00
2.627458376416406622e+02 4.749787585903548326e+00
2.740757846505123894e+02 5.016385097465683174e+00
2.602497069333740001e+02 4.776076227073128955e+00
2.557180812184193996e+02 4.656486173945743268e+00
2.506242557978403340e+02 4.830651381310564929e+00
2.546905638035021298e+02 4.767133260121611649e+00
2.505654048297524241e+02 5.400642733652570193e+00
2.605482140210095281e+02 4.070943869135104087e+00
2.463505962204192485e+02 5.050409816359802129e+00
2.674676403765132022e+02 5.322680630149008607e+00
2.594706975943179259e+02 4.471842482957898213e+00
2.743082469366189002e+02 4.016457462342073903e+00
2.474437353514180984e+02 4.726598004896382932e+00
2.719431690141637432e+02 4.647303080106161666e+00
2.423630772050422308e+02 4.993756874659049494e+00
2.556760293424590884e+02 3.554673751613387722e+00
2.618055911058477818e+02 4.507268926606276871e+00
2.654165595272223754e+02 4.016132250262636205e+00
2.509854460357519486e+02 4.296207295910464019e+00
2.733237125065267037e+02 4.259451844397506903e+00
2.516449418491230290e+02 4.264953937210445467e+00
2.627644873750472811e+02 4.361127748748597988e+00
2.716302215189919593e+02 4.326222699649246550e+00
2.556498580908539964e+02 4.795780195264356394e+00
2.707630135458246627e+02 4.044229490643019176e+00
2.475733877794555156e+02 4.947140458717612432e+00
2.595320525437219885e+02 4.434507933149718362e+00
2.563593026325011124e+02 4.232054406825496606e+00
2.617699004953142889e+02 4.714147286321636265e+00
2.681628427006046422e+02 3.397778942058292451e+00
2.513704592330948344e+02 5.004177865783918655e+00
2.620228049193638640e+02 4.224032673660062187e+00
2.656157498131855164e+02 4.404582660834115870e+00
2.685022969985193413e+02 4.341148839251132152e+00
2.701332227889954538e+02 3.922833748050589264e+00
2.605642470225755005e+02 4.403088319095576963e+00
2.488977549819790340e+02 4.119958718351575122e+00
2.431969971349924435e+02 4.628587698381672944e+00
2.592098728260370990e+02 5.140152840599364836e+00
2.608026057858130571e+02 4.173560725497339696e+00
2.478199742667972316e+02 4.007209024384310148e+00
2.524630548270054362e+02 3.399482859580065242e+00
2.537856699157473770e+02 5.421554075005760254e+00
2.599414541797568177e+02 4.208895674394895536e+00
2.596805118554757996e+02 5.330488991920203645e+00
2.462046497794498521e+02 4.967873086758804568e+00
2.618842320614650134e+02 4.628700055871113328e+00
2.556391167817374424e+02 4.573031308257377248e+00
2.709270368615611346e+02 3.450425601331255088e+00
2.644915847702856695e+02 4.191167796717915728e+00
2.702526311117191540e+02 4.190860065497663101e+00
2.702685273988815879e+02 5.094698911271630770e+00
2.735137739974505848e+02 3.646646237537916946e+00
2.653555717876878930e+02 4.515700959264325576e+00
2.638897641058226213e+02 4.724123677304561397e+00
2.550869574647627758e+02 4.236804724932053290e+00
2.686519767033427115e+02 4.051288833217489227e+00
2.711276823980506379e+02 3.905397986538487576e+00
2.524708610576611818e+02 3.873352545444352035e+00
2.542218022246366900e+02 5.394188449029734933e+00
2.579813177412539176e+02 3.797096001408499344e+00
2.674218507356860073e+02 4.984834831324852722e+00
2.594167617659273333e+02 4.532567596883918526e+00
2.641737372537862143e+02 5.563527612617333418e+00
2.530086814972095226e+02 4.917045314919231913e+00
2.777579205657186776e+02 4.421807645222809668e+00
2.542552749247039401e+02 4.553556771008868687e+00
2.443485089482913679e+02 4.552981381803298255e+00
2.753538592965314820e+02 5.498784895852373289e+00
2.490664905826133406e+02 3.853272219740278004e+00
2.531036966622662590e+02 4.538593355853586253e+00
2.508185953592800388e+02 4.806805157510484428e+00
3.006901320289783826e+02 2.953257410808360461e+00
2.875790571851430855e+02 3.942825561276979585e+00
2.688772909065605177e+02 3.338905189289261166e+00
2.568631680799083483e+02 4.603259535560513704e+00
2.666649567302763444e+02 4.385710766793375015e+00
2.798666047254163232e+02 4.201066451129922719e+00
2.818345124847610919e+02 3.316577746130920268e+00
